balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
856,"[49.2763081710282, 41.22284798759734, 7.838325313249084]","[49.286880421405506, 40.22788935819943, 11.99815726918164]","[49.23326890219908, 39.058904729764734, 16.92343902383162]","[49.10945366071586, 37.92599361103102, 20.57094293216846]","[48.289345411988215, 34.78557152936701, 17.374256141748823]","[47.862617650779214, 33.84200360086703, 12.525353065627446]","[47.360524597995045, 32.957029320870966, 7.538978334636334]","[46.12170027934942, 31.37906238868417, 2.030989523264207]","[45.38571141813699, 30.69320554630657, 2.9364380857868344]","[43.68980434578788, 29.536105583091956, 10.952577400108446]","[41.69336951805895, 28.677349624472, 19.985317220146086]",,,,,,,,,,,,,
857,"[-8.760877187677986, 166.0964879110217, 21.687461784592905]","[-9.095552151456344, 166.34404323512337, 21.834896580286532]","[-9.496483756631537, 166.64304807422388, 21.950536034101013]","[-9.896844306010726, 166.9421976154213, 21.998544282853832]","[-11.098484110879438, 167.84524039198394, 21.736022811235376]","[-11.496804203432802, 168.14555211425474, 21.514998291348522]","[-11.89823759663432, 168.44919112857644, 21.229254283140342]","[-12.697676126991553, 169.05424480727226, 20.472202176085485]","[-13.095682210909597, 169.3568268640681, 20.005828794312006]","[-13.895698673331802, 169.96246829757814, 18.913721094479452]","[-14.697163975057826, 170.56920389037566, 17.633895322537597]",,,,,,,,,,,,,
858,"[-72.49614151775351, -54.228834163039984, 9.423763497023277]","[-72.78703633148362, -51.08062415925041, 13.318684088019067]","[-73.156459221636, -47.249197127400485, 17.677228852594695]","[-73.54500625998915, -43.35974288162638, 20.796328162933087]","[-74.84436265715128, -31.385251770396874, 18.070271531325265]","[-75.32142133864323, -27.29896172646241, 13.79975652341468]","[-75.81781178583154, -23.166968987279393, 9.135478142923798]","[-76.8660475655415, -14.779011687002635, 2.5643753171095014]","[-77.41665956612307, -10.520826307017847, 2.0895310556157405]","[-78.56017649283729, -1.8811097303343918, 7.256927130149497]","[-79.7509797813322, 6.9448970822648635, 16.337577035798617]",,,,,,,,,,,,,
859,"[43.703649357973205, 142.86491853422044, 21.001591364074486]","[44.0415070113432, 142.3121163068504, 21.553784014904977]","[44.39306653858895, 141.5786130831585, 21.92945197453588]","[44.68518862764869, 140.76840994481563, 21.98072396897338]","[45.166383845817755, 137.8893059043107, 20.22494817676884]","[45.18364645726285, 136.78654050340793, 19.06704518279679]","[45.12304233866747, 135.6217775008016, 17.67795326650495]","[44.75401050687892, 133.12208723762674, 14.395641704793551]","[44.437758590963874, 131.8024321775296, 12.608749251972032]","[43.52891637172308, 129.06940989585019, 9.035288167992295]","[42.2337077594878, 126.27127838415582, 5.8455217649276126]",,,,,,,,,,,,,
860,"[25.507577773227027, -125.02238874790551, 19.445555975976916]","[25.705568529106817, -124.09191871839866, 17.68480830154212]","[25.94745666366507, -122.99999618376344, 15.167892420019943]","[26.191811045003433, -121.93940754190994, 12.400944475135027]","[26.937094564336352, -118.95133812042862, 4.780025104790269]","[27.190732593058467, -118.02400219542544, 3.1387205283609028]","[27.4429386388256, -117.13475866212903, 2.198457963764641]","[27.95285951055734, -115.46802174178711, 2.658462833450974]","[28.20725738160619, -114.69163826699811, 4.02243922586987]","[28.717954410191705, -113.26571816173269, 8.4857749333245]","[29.22521475114044, -112.00796735010591, 14.04020259242617]",,,,,,,,,,,,,
861,"[-10.210577132100997, -103.76720812548798, 4.69554470112524]","[-9.95463421459757, -103.25740215602971, 3.9010776802863933]","[-9.648078532164838, -102.64076135026636, 3.1153260323196683]","[-9.339668933068369, -102.0204460144794, 2.529309049232305]","[-8.404505843241987, -100.14688510918192, 2.075770092588108]","[-8.088673825962065, -99.51889596700676, 2.3707796063448434]","[-7.770915094704622, -98.89210569958814, 2.8821680505602156]","[-7.125399510090364, -97.64143848727929, 4.502820160494514]","[-6.798760018949552, -97.01736141271195, 5.57612639128437]","[-6.133504594320481, -95.7811803845145, 8.127567604998486]","[-5.456474302397902, -94.5627214107988, 11.0252667830177]",,,,,,,,,,,,,
862,"[-53.97012522383618, -112.1366498579775, 19.535909734997706]","[-53.771427919514394, -113.30654173421406, 16.760309626482922]","[-53.395264622966884, -114.80067489561188, 12.671437593461064]","[-52.86160987358019, -116.37671897549242, 8.462023503278523]","[-50.26188824930727, -121.34424575082518, 2.0299533395980376]","[-49.05144339870747, -123.00187316807775, 3.254267552653438]","[-47.66250039021112, -124.62153229689365, 6.06328800032739]","[-44.36244469240342, -127.68606210869501, 14.202119883920405]","[-42.45117640627663, -129.10357535887206, 18.05961063419196]","[-38.123015216330515, -131.66437248958178, 21.98067587364175]","[-33.145990797823245, -133.83819941034278, 18.998659671954037]",,,,,,,,,,,,,
863,"[-72.11097489589993, 11.709319205948292, 3.6177972611800904]","[-72.32541920071542, 11.611748592077872, 2.030467625027219]","[-72.5797448044228, 11.474917257478833, 3.3242783697584084]","[-72.82873118689689, 11.316330133770826, 7.633353780799453]","[-73.53353793066516, 10.700874913962268, 21.742821870622777]","[-73.75556725259864, 10.446731857613317, 21.31918675598847]","[-73.97177260063913, 10.168251329640754, 17.655418017563303]","[-74.38002230367188, 9.528599182287184, 6.388842339835438]","[-74.57175989632672, 9.168764501516337, 2.7003745976468263]","[-74.9352495170869, 8.366260055202225, 5.1802583505712665]","[-75.26667724609965, 7.45430011057533, 16.3183917989142]",,,,,,,,,,,,,
864,"[22.904308213708862, -132.1816785488689, 11.974521953288553]","[23.144930161783805, -134.71674812259167, 16.47639212578467]","[23.272771529401634, -137.82811326350134, 20.543264529480357]","[23.215524753052335, -140.9925622802877, 21.999097963127436]","[21.917516140679123, -150.61044500714095, 10.775934205322798]","[21.11409864109828, -153.78832835629734, 5.691184921253587]","[20.130362117168936, -156.92270523422897, 2.5330421528270115]","[17.66205095336247, -162.9955635605376, 4.975565000976827]","[16.198024084607532, -165.91492007468608, 9.830442574500756]","[12.868639474481196, -171.48515109402615, 19.841058769878224]","[9.09214420882399, -176.6796611000594, 21.002023795673914]",,,,,,,,,,,,,
865,"[43.9122394703897, 88.95077902079636, 14.877868426275919]","[43.74204615255722, 87.77230173783272, 10.46830694362271]","[43.48823981235962, 86.25525105313429, 5.644496588131156]","[43.18441507640251, 84.63067635956101, 2.596971300810754]","[42.02324917566903, 79.16021117380242, 8.915805306060426]","[41.572798273239684, 77.15290376721619, 14.194658447845168]","[41.10067528188658, 75.06091261938238, 18.861718742774457]","[0, 0, 0]","[39.624083855300505, 68.31991893060533, 19.038740231776153]","[38.66883526915875, 63.47293110404348, 9.152369498235268]","[37.810630310809756, 58.37733864320651, 2.224495706556983]",,,,,,,,,,,,,
866,"[13.834157584357268, 46.558925828069825, 19.21873755923911]","[14.52668982339719, 45.978477065451166, 20.85337505214604]","[15.37974055588896, 45.38586352591777, 21.89266704581192]","[16.24991279061869, 44.90443671581587, 21.819681417953678]","[18.88324564380497, 44.08467467670164, 15.616155936305523]","[19.743934421418196, 44.00101946963893, 12.331568964843456]","[20.59145963235427, 44.004747708857586, 9.008824173677093]","[22.229273429456896, 44.24538015766198, 3.7093011884695084]","[23.015232780543098, 44.46762934904352, 2.326967375629362]","[24.51897389203129, 45.08941105488775, 2.8579356540308467]","[25.941069255350357, 45.899471024405884, 7.384182631018594]",,,,,,,,,,,,,
867,"[-24.281490768577466, 111.89271968733121, 3.4908403285504725]","[-23.62979581354806, 112.9487370652429, 5.9062504144560535]","[-22.8529362993969, 114.20770452040249, 9.815459123067207]","[-22.086741333008934, 115.4622700771101, 14.130457568243964]","[-19.853318141178292, 119.17985044739744, 21.98688512490417]","[-19.140365938244752, 120.40479416218349, 21.272856303915454]","[-18.445214400577775, 121.62291592752841, 18.83139953014277]","[-17.123092227068597, 124.03939014634133, 10.824833423922747]","[-16.496276718867495, 125.23586199217081, 6.749014895112075]","[-15.324307909247324, 127.6070901762225, 2.1095016523699996]","[-14.266768104973622, 129.9419344814267, 4.494090015581789]",,,,,,,,,,,,,
868,"[71.49494152940224, 88.02642108324993, 21.623784551018176]","[71.09826320901217, 89.39429321876443, 21.904536673664303]","[70.59620833423769, 90.93608244742985, 20.05340481825212]","[70.06519140264741, 92.36674937644837, 16.26054370504046]","[68.32181885772374, 96.03188666674563, 3.3338470968978946]","[67.69532805636835, 97.05563846069843, 2.003456990132598]","[67.04836955465062, 97.98745666294167, 3.0841593183322047]","[65.6952601726269, 99.59105441652558, 10.916272677565184]","[64.99244542942691, 100.27407114222129, 15.780363901286847]","[63.536941579547246, 101.41556243583489, 21.818382694121674]","[62.0249661720196, 102.29450962563708, 18.956254613645278]",,,,,,,,,,,,,
869,"[47.119355305448394, 114.41064383808923, 12.634928107157005]","[47.04205318697767, 114.0604645611792, 8.414766955960435]","[46.965695037041634, 113.65618430228497, 4.273115153827295]","[46.905255783369235, 113.26810949920892, 2.1466910931086627]","[46.81659851809311, 112.20980613597905, 10.077669677343948]","[46.81567340555389, 111.89276759387025, 15.172227472426421]","[46.82735112345068, 111.59377390742087, 19.440952513991977]","[46.8910295418158, 111.04890326466791, 21.550830160491095]","[46.94296358039702, 110.80476777926314, 18.84239088341942]","[47.07683891132576, 110.36736354831156, 9.246886772827253]","[47.25494527001619, 109.99753826778053, 2.334216200174213]",,,,,,,,,,,,,
870,"[-15.528609897241722, 162.3731909288999, 16.610425107312903]","[-15.212042195573101, 163.12966566298925, 17.005889634663045]","[-14.941820800586488, 164.12258697947928, 17.467034838668177]","[-14.807457068292528, 165.19499505133808, 17.912036181475422]","[-15.27948015237192, 168.69740973054536, 19.138285616145485]","[-15.745433753356473, 169.8971582120464, 19.506716752527765]","[-16.363573741388777, 171.08141097711058, 19.853252686219392]","[-18.04265296873583, 173.32753382738483, 20.476168610515977]","[-19.088400869831425, 174.36085246464685, 20.750896045517397]","[-21.5381416227356, 176.16394859394154, 21.2225640740739]","[-24.38476937053683, 177.54329488447505, 21.586297116177033]",,,,,,,,,,,,,
871,"[-33.540535524320894, -13.809645552913151, 20.91319711197371]","[-34.193736493839225, -13.112699977440927, 19.158923315539894]","[-34.980956481099895, -12.20320156885916, 16.2141489396762]","[-35.771247111092805, -11.214081412213694, 12.721466238275719]","[-38.13387938806335, -7.751268701307838, 3.4984575349032223]","[-38.90589058200862, -6.426959516985697, 2.183225425781652]","[-39.668274559326186, -5.013139198139335, 2.1461449518091023]","[-41.14167584901101, -1.92496662552574, 5.758592031515516]","[-41.8487675051457, -0.2469020919936543, 8.938606488124998]","[-43.17639118366353, 3.3741847321184526, 16.026922076606134]","[-44.369429154237764, 7.339420096633786, 21.086953369452665]",,,,,,,,,,,,,
872,"[60.413911364182354, 70.41366229397251, 11.509848613268453]","[60.6052735180624, 69.99547822435852, 9.37290671833297]","[60.833185217258, 69.49032667345696, 6.978872858504753]","[61.05871490662429, 68.97933352694616, 4.9234146282473485]","[61.71638161387391, 67.39432117232481, 2.0000852497821846]","[61.927976461366654, 66.84705228768368, 2.3259185327911425]","[62.13259000515794, 66.28738978205645, 3.303090719857634]","[62.52242929223157, 65.12874632471554, 6.907626719165576]","[62.70661112704917, 64.52866041263889, 9.293314697482064]","[63.04644826624833, 63.280635331138086, 14.437106361063185]","[63.34366966686183, 61.96501066623189, 18.936468880975756]",,,,,,,,,,,,,
873,"[-25.44881057691013, -113.60240632376284, 2.507679329947969]","[-24.5163943010794, -112.35944293108275, 3.670599347671555]","[-23.39536737190474, -110.87800351156409, 5.832040836883878]","[-22.277944026391285, -109.41241793864995, 8.617843543038392]","[-18.94026753614703, -105.12196511953988, 17.761453838186696]","[-17.837217980954293, -103.73059991066926, 20.03796807431105]","[-16.736620398017685, -102.3633521386775, 21.50046346770021]","[-14.553738536095425, -99.70340830764673, 21.486427270806402]","[-13.4701975374162, -98.41292716470157, 20.011314452248698]","[-11.327284643504905, -95.92416700466693, 14.85849254527583]","[-9.21481393653063, -93.56346205375034, 8.575841214766827]",,,,,,,,,,,,,
874,"[-12.158068085134282, 46.00100411193352, 5.835311634131817]","[-14.635388835286095, 45.31727804306428, 4.457963212391263]","[-17.717678513926806, 44.54027951078082, 3.167635290759721]","[-20.911828413849864, 43.822275827435185, 2.3357419891649442]","[-31.11114923528196, 42.19447398203925, 2.8889960510975694]","[-34.687292913686875, 41.897930365074856, 4.05775634183932]","[-38.337667037293684, 41.77629697208884, 5.638865247489921]","[-45.79915387725731, 42.24630711712277, 9.690840549826738]","[-49.5751718023251, 42.974590183179245, 11.952603181469819]","[-57.091756498054735, 45.9873046809232, 16.364885392257037]","[-64.25910078186882, 52.49283381272233, 19.883898664556177]",,,,,,,,,,,,,
875,"[-16.454579538442292, -144.81595010598272, 19.994109120837383]","[-16.101798515544107, -145.6541037602517, 18.561622664333413]","[-15.700452081747509, -146.53843084581015, 16.46593953730727]","[-15.327048935951137, -147.28885087584135, 14.087124970369246]","[-14.36205457997307, -148.72774706947513, 6.79102596874611]","[-14.091979687828918, -148.93449078375718, 4.822270057698936]","[-13.848678418250802, -149.00588396416552, 3.30907154244178]","[-13.440455365064958, -148.73616926488882, 2.0007245063111014]","[-13.274217507121618, -148.3963907237026, 2.2883563458155507]","[-13.023185942447428, -147.3047797548318, 4.65673663663228]","[-12.876078450210928, -145.67233876989272, 8.86183248105511]",,,,,,,,,,,,,
876,"[-14.378077038933649, -174.41266830285818, 18.72627454127608]","[-15.617388811585075, -174.17179663821727, 19.27858611688843]","[-17.10645577683333, -173.80988202769046, 19.883625289669762]","[-18.58974117984387, -173.37020124087175, 20.420463812109773]","[-22.961429040117654, -171.5957711250153, 21.5797592898383]","[-24.376367222002205, -170.85712875588007, 21.804594919356113]","[-25.765710830268365, -170.0471304501234, 21.944858863657274]","[-28.442914650061546, -168.2342099356581, 21.967388762311323]","[-29.72885812815338, -167.2358452523168, 21.8494664755603]","[-32.18259678024199, -165.078498310386, 21.360456394156184]","[-34.467155711118956, -162.73970205729583, 20.548943292801074]",,,,,,,,,,,,,
877,"[-37.47366902944233, 40.81247824142376, 6.684280388535988]","[-37.35933584757971, 41.457285670213246, 11.50218441685117]","[-37.21338540041943, 42.22920002294265, 17.338252380730193]","[-37.055328259583675, 42.998978562172326, 21.230240308126398]","[-36.522316145727665, 45.29291391858616, 13.269616590381105]","[-36.32409821601625, 46.05114649587266, 7.333983596532469]","[-36.11917040682473, 46.8071985321032, 3.09535639116395]","[-35.68442559280407, 48.30869510862649, 4.704058201256904]","[-35.456072846945986, 49.055382162359216, 9.966204830949302]","[-34.97892822292107, 50.53421319085765, 20.524696441404718]","[-34.477381179326414, 51.997679991401164, 19.80353841009991]",,,,,,,,,,,,,
878,"[61.83097764010814, 125.17698719455036, 15.330264028254785]","[61.885334065031294, 125.7451361326208, 14.052337194838938]","[61.95057961393134, 126.42605850836058, 12.472788188495638]","[62.01378479966058, 127.11071390456672, 10.88169068652795]","[62.20270731248201, 129.1726215277484, 6.434769534026103]","[62.26365588372375, 129.86242989249126, 5.186855913567221]","[62.3252915091458, 130.55565580970878, 4.111332287425714]","[62.44548087431469, 131.94465381821118, 2.58286994669351]","[nan, nan, nan]","[62.622749048489666, 134.04418512969505, 2.091013308546902]","[62.73777968081906, 135.4551485403409, 3.012068414325208]",,,,,,,,,,,,,
879,"[-13.319561240882825, 152.2841120137176, 15.912688317726989]","[-13.112963962526889, 153.00035474263467, 12.031478414211596]","[-12.859803835370723, 153.8561186909458, 7.42134288739319]","[-12.6011225149959, 154.70694987939822, 3.8414807384668546]","[-11.780500512501408, 157.2400250513979, 5.173119464378546]","[-11.492083493586474, 158.07402427532, 9.305449558753065]","[-11.197642789529807, 158.9051935890099, 14.044616814975058]","[-10.586148830852078, 160.55457944010976, 21.180483898238073]","[-10.26981877313686, 161.3719526723865, 21.97475298323439]","[-9.613006560523605, 162.99179573223168, 17.162840961171888]","[-8.926445592117835, 164.59251990201756, 7.969542824016352]",,,,,,,,,,,,,
