balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
949,"[-32.94428231523034, -56.482749749586105, 2.9375604412961263, 87.81669616699219]","[-32.39043126746075, -55.88176649856383, 4.515478430257875, 143.5247039794922]","[-31.722705958145347, -55.16478184838058, 7.2115149821134485, 151.29879760742188]","[-31.056289528257103, -54.4537473949818, 10.475406035589128, 232.40606689453125]","[-29.04785176846713, -52.35121543499512, 19.744838665094044, 415.7061462402344]","[-28.37570877584273, -51.66192335333133, 21.432168905699353, 654.9332885742188]","[-27.70078899470873, -50.978477256760016, 21.99969804152421, 820.4712524414062]","[-26.35067325106239, -49.624631652354324, 19.646206379790268, 781.4955444335938]","[-25.672716427189243, -48.95591451012021, 17.00408059260845, 1037.827392578125]","[-24.313748099813804, -47.63547884878818, 10.322936750516712, 498.8336486816406]","[-22.946734346389345, -46.33323307090701, 4.413937254825049, 744.3126220703125]",,,,,,,,,,,,,
950,"[-14.779787544951073, 27.702731089384034, 16.79111101824428, 1167.0623779296875]","[-14.306171515108863, 27.605778566076495, 19.251696543490297, 1177.7513427734375]","[-13.661649170527731, 27.38712980865858, 21.266234391700067, 1200.5521240234375]","[-12.937156008155645, 27.05735139989024, 21.999336496688866, 1233.74658203125]","[-10.28970060514008, 25.377556276187402, 16.44283185966033, 1222.77197265625]","[-9.257567768670365, 24.583401133764006, 12.863203793082128, 1040.106201171875]","[-8.157414890000773, 23.673059446336392, 9.163273310647078, 929.9684448242188]","[-5.764522029912112, 21.48873462902871, 3.39875324288586, 584.5242919921875]","[-4.480707191973753, 20.2114348359046, 2.129698086952569, 474.7033996582031]","[-1.7743668828169659, 17.277100738927043, 3.6720554745644414, 341.6180419921875]","[1.077837677746854, 13.820682200078341, 9.660478293494904, 514.1611938476562]",,,,,,,,,,,,,
951,"[27.859451411521633, 118.51301816173972, 17.256990082447032, 929.3493041992188]","[28.192353960956623, 118.662941286045, 18.596233694247633, 656.4459838867188]","[28.558027714310562, 118.87943196392811, 19.959038930908502, 272.5073547363281]","[28.880735361294228, 119.12991138643206, 21.003726140053182, 124.27838134765625]","[29.60426797352871, 120.03089588022387, 21.88731840908834, 154.04537963867188]","[29.76276535263238, 120.36212617967782, 21.392394845456394, 107.16387939453125]","[29.88190392602385, 120.70262864788809, 20.522265047388075, 74.998779296875]","[30.013459563688887, 121.38954664201648, 17.81014357664608, 21.217466354370117]","[30.030031992839373, 121.7306464836003, 16.075713171560437, -1.7546306848526]","[29.975833875681563, 122.39674270904148, 12.195396396658083, -32.72755432128906]","[29.821485317900766, 123.02737643454643, 8.283676513696332, -55.31340026855469]",,,,,,,,,,,,,
952,"[-12.23081600185423, 27.415881338801803, 3.121653867328895, 1292.9827880859375]","[-12.453075832258918, 27.832747328362295, 2.434151391757574, 1249.0703125]","[-12.665638899352357, 28.341905074400948, 2.0294608898565922, 1234.2113037109375]","[-12.817420093724119, 28.857041954158223, 2.1008303331615767, 1254.3956298828125]","[-12.920194521544962, 30.354641222802496, 5.025092176784304, 1350.554443359375]","[-12.844846761431814, 30.812724360331128, 6.74771457978442, 1476.5623779296875]","[-12.718439196884313, 31.23834119351911, 8.7215970487165, 1285.000244140625]","[-12.338771079634512, 31.971806404807204, 13.036096095826716, 692.2861328125]","[-12.095570378447844, 32.270405107832204, 15.171880245721658, 818.86669921875]","[-11.542577730472553, 32.71723428971309, 18.893384232804635, 958.2425537109375]","[-10.941036339153145, 32.951460400212625, 21.314758475777225, 744.3959350585938]",,,,,,,,,,,,,
953,"[-16.107302218895587, 99.16154573835074, 16.43386528642217, -5934.8935546875]","[-15.781172453601089, 99.38285980478896, 14.97824534607566, -5809.2412109375]","[-15.391777390152008, 99.66521990661215, 13.137717424592529, -5543.4287109375]","[-15.00513787539297, 99.96334220476933, 11.257450026206751, -5321.30224609375]","[-13.839949290288953, 100.94002324965403, 6.032844756477192, -5411.28271484375]","[-13.447809397717846, 101.28589824494001, 4.635931357808522, -4896.55126953125]","[-13.054252327467058, 101.64190311099873, 3.4991947668042602, -3761.692626953125]","[-12.258414412644319, 102.37529902747904, 2.15795628851307, -3914.486328125]","[-11.85250996278314, 102.74774789306052, 2.0005429024878474, -4708.6923828125]","[-11.02437371288594, 103.50058372388881, 2.739939108529848, -4865.41552734375]","[-10.173186247080308, 104.25549452936049, 4.77815252139391, -5121.31103515625]",,,,,,,,,,,,,
954,"[12.81215174555223, 122.99873089269552, 9.823997438967963, -25.290916442871094]","[12.976013611948122, 123.26099641853877, 11.706660233520223, 7.059964656829834]","[13.184537372532414, 123.54902740610153, 13.97427240555039, 40.690738677978516]","[13.404348858696245, 123.80789552505831, 16.13905806838196, 48.02155685424805]","[14.104451306888986, 124.41501858408908, 20.960660409550833, -2179.26171875]","[14.345868396749765, 124.56048167058889, 21.732172717716043, -3302.443115234375]","[14.587429844601543, 124.68334715240533, 21.999924307662084, -4242.9736328125]","[15.068995525396653, 124.85546691819725, 20.99520972379128, -5373.607421875]","[15.306551806422783, 124.90671274025136, 19.774497576132674, -4922.03466796875]","[15.77206890745083, 124.95256854273262, 16.21034418385967, -3746.006591796875]","[16.223993895461522, 124.92832162472175, 11.785084291451296, -3109.057861328125]",,,,,,,,,,,,,
955,"[9.268209899583645, 15.180635791001942, 3.731461634148001, 367.17108154296875]","[10.869404814699257, 14.715401145164302, 2.255539072000019, 344.7562561035156]","[12.79216872797914, 14.13789507352873, 2.2376455847834045, 284.7018127441406]","[14.709938569501821, 13.535538716304252, 4.120492984632634, 331.0675048828125]","[20.409351877412806, 11.549769280407881, 16.143972375898077, 446.748291015625]","[22.27862333691943, 10.818214927683705, 19.65718203230078, 653.6281127929688]","[24.126000858689693, 10.046370656412115, 21.68005780525876, 1051.1539306640625]","[27.741709049232288, 8.37097606229184, 20.04409811251635, 501.89910888671875]","[29.502862538153305, 7.458835945701686, 16.70344359625595, 314.9048156738281]","[32.9069261224518, 5.473094914832153, 8.105146673611111, 167.06008911132812]","[36.12986447779839, 3.2511170851644433, 2.3917880345751765, 549.8511962890625]",,,,,,,,,,,,,
956,"[-41.65960439869856, -61.18484554664435, 9.86178230535192, -43.69647979736328]","[-41.95446289896385, -61.94152993465162, 12.228137770615506, -70.37251281738281]","[-42.28490840256228, -62.8768895365917, 15.039545290914557, -70.5040512084961]","[-42.58679058228578, -63.834170344627196, 17.603319529650257, -49.399383544921875]","[-43.286795447158354, -66.85784243219238, 21.93035080177329, 139.64942932128906]","[-43.44587505049288, -67.91046310943177, 21.859458416947465, 489.18255615234375]","[-43.56437469129467, -68.98207305371692, 20.98753795091089, 640.6189575195312]","[-43.66608003376589, -71.17231093334163, 17.184416477816267, 916.2544555664062]","[-43.64494666407228, -72.28696270588716, 14.56116411927255, 615.4065551757812]","[-43.45904626752772, -74.52766698764493, 8.921914429226087, -150.3925323486328]","[-43.06487035863386, -76.76098440643953, 4.261738901219567, -3555.448974609375]",,,,,,,,,,,,,
957,"[28.78285978766013, 55.99386280611502, 17.502444125526175, 1615.712646484375]","[27.52171904908582, 56.28237151615869, 20.530283602483273, 520.5927734375]","[26.078684728247726, 56.581220870897056, 21.997581566870092, -65.14575958251953]","[24.711236091676746, 56.837806848868475, 20.752217172008358, -496.9465026855469]","[21.10193081222808, 57.41234931228188, 7.075179557295579, 108.24381256103516]","[20.06972966808358, 57.55717320253382, 3.366683162171018, 61.97439956665039]","[19.128298249270493, 57.68537407006594, 2.0000184195989092, -61.35469436645508]","[17.52151282935236, 57.90922260146258, 7.040536155013226, -2939.925048828125]","[16.858293493670732, 58.01156197520363, 12.08117539389473, -3443.96240234375]","[15.821058051606615, 58.21000659108822, 20.732871273264674, -3984.89306640625]","[15.174729118521196, 58.4136113327799, 20.551012263150596, -4122.54052734375]",,,,,,,,,,,,,
958,"[-0.2910374136360156, 53.625085557759206, 6.606024242690962, -4957.10009765625]","[0.6265598938281617, 53.349208119384734, 5.356656789561551, -5078.1240234375]","[1.7281239774992194, 53.06910693305255, 4.074970167682306, -5115.2783203125]","[2.8276956750552773, 52.84390239199645, 3.0736850682232255, -5094.6044921875]","[6.069354116497129, 52.496764463981144, 2.047150366903905, -5192.42822265625]","[7.117834373607677, 52.48961174709807, 2.4044916937941636, -5053.4794921875]","[8.144913082369198, 52.53379701348925, 3.1011043940115215, -4844.6640625]","[10.118476572116018, 52.770622310924495, 5.4015779668045045, -3669.72119140625]","[11.061021985527498, 52.96097463163112, 6.924755064084257, -2429.834716796875]","[12.83791217743234, 53.47107502695529, 10.448146730320333, -1421.0267333984375]","[14.458842685621523, 54.13663190356379, 14.1894343469524, -2813.669921875]",,,,,,,,,,,,,
959,"[23.828834851045954, -47.24896363521394, 21.92997487033949, -4318.1005859375]","[24.35795666984439, -46.16377984032451, 21.96554624931732, -2895.86865234375]","[25.00950525096134, -44.79628422907974, 21.991770758930905, -3187.751953125]","[25.67521787569263, -43.3615205210702, 21.99998234810137, -4014.916748046875]","[27.78173076392345, -38.67661333350853, 21.916597395379036, -4692.8466796875]","[28.525534321849463, -36.99696837526994, 21.852967934894473, -4798.6181640625]","[29.2898938904535, -35.2614208527689, 21.771560372322117, -4946.0625]","[30.88752191320233, -31.639935654175517, 21.556144789260067, -4371.4462890625]","[31.724060832325733, -29.758330003427332, 21.422465280500376, -4068.305908203125]","[33.46814252683086, -25.870568843145183, 21.104515005614964, -5241.64453125]","[35.31585099127206, -21.828434230697475, 20.720918646591194, -4910.68505859375]",,,,,,,,,,,,,
960,"[-20.25270895672725, -6.245854714907318, 2.020154741405621, -4500.740234375]","[-20.92726843230457, -6.663948691732973, 2.8175046136932096, -4227.69970703125]","[-21.7471211579632, -7.106852239529466, 6.364140978331774, -4604.69091796875]","[-22.570427184973422, -7.483930516875871, 11.66046166439421, -4634.14990234375]","[-25.054664999579735, -8.259980681007628, 21.959814227367687, -4900.5888671875]","[-25.882740526399232, -8.407952825106868, 19.933887775952453, -4446.9462890625]","[-26.709935644077063, -8.50803196628023, 15.442494066991957, -4185.70166015625]","[-28.35322161864976, -8.573152382749356, 4.9808622902029915, -4261.91796875]","[-29.171360500935908, -8.547212186761428, 2.2583409976283875, -4341.908203125]","[-30.79658829533014, -8.39600038368804, 5.7973939690507, -3910.38623046875]","[-32.41365896258835, -8.14156111757212, 16.44487445445109, -4144.69287109375]",,,,,,,,,,,,,
961,"[21.92759223995136, 65.16486111719999, 2.3158488199441045, -2748.603271484375]","[0, 0, 0, -4935.0]","[22.473892328066224, 67.36465371104624, 2.5603088502021336, -635.2010498046875]","[22.767754583519192, 68.55820933397398, 4.08291875648361, -23.661174774169922]","[23.63639579888057, 72.0871503842578, 12.490401217300342, 63.084022521972656]","[23.922505664600106, 73.24234624381283, 15.61537776968007, 195.8393096923828]","[24.206151742714237, 74.3833310198502, 18.37202316420518, 349.11578369140625]","[24.77086103227692, 76.62104260040714, 21.717595975529477, 378.6603698730469]","[25.05056841596942, 77.71375934144214, 21.96580136553527, 440.0229797363281]","[25.607976839741344, 79.8408888259781, 19.488706275457425, 155.9287109375]","[26.166733922591717, 81.87936576347862, 14.031298461791305, 96.51365661621094]",,,,,,,,,,,,,
962,"[53.1918096955087, -78.69883818515606, 14.125750534042282, 39.97877502441406]","[52.37803338579196, -79.08351830271802, 10.659823184404244, -5.333375930786133]","[51.414494286937966, -79.58148149431199, 6.748656078286614, 28.711156845092773]","[50.46709304786862, -80.125744332343, 3.7443215249141737, 172.15907287597656]","[47.773757147492546, -82.03795517787401, 4.072760979147676, 407.61297607421875]","[46.93666948439843, -82.77231766637223, 7.232710091469574, 449.9041442871094]","[46.13812318870332, -83.5538636790785, 11.216015524654388, 210.63082885742188]","[44.673124715955915, -85.2622386892756, 18.87608693913451, 274.1473693847656]","[44.01262369239607, -86.1847253928998, 21.233214041102244, 246.37863159179688]","[42.86144381301236, -88.15825602905235, 21.03677800073139, 231.8104248046875]","[41.95994592890871, -90.28161686469839, 14.873856946189974, 212.835205078125]",,,,,,,,,,,,,
963,"[16.611417974335776, -6.703398949147813, 21.872575904981076, 306.4749755859375]","[17.352373205009187, -6.5400602036202695, 21.58437831186798, 313.08599853515625]","[18.2380438402029, -6.376942211421204, 21.027100685449756, 314.6200256347656]","[19.12309163482817, -6.250128393435222, 20.252373906012135, 326.9975891113281]","[21.75652305535885, -6.0792527331211685, 16.83251156221182, 316.79193115234375]","[22.628804919813785, -6.0918199295209225, 15.41920269188492, 308.01751708984375]","[23.49718417583907, -6.136431798030339, 13.923060275761825, 307.7940979003906]","[25.223636472190137, -6.326914618519271, 10.829704608934655, 363.5029602050781]","[26.083521024084423, -6.4688596134546374, 9.30622663230369, 383.9754638671875]","[27.792670570185926, -6.840543100374687, 6.490048710773352, 377.0467529296875]","[29.491517083678307, -7.327442610081154, 4.201605919735707, 668.9053955078125]",,,,,,,,,,,,,
964,"[44.22006882471722, -144.11862407816537, 4.874846727237395, -4649.62109375]","[43.298866089252975, -144.26283998851946, 5.342073867101969, -4326.70751953125]","[42.19811819310618, -144.45004063829782, 5.939277194719621, -4633.30908203125]","[41.10981507513941, -144.65390659049658, 6.5726298535564736, -4838.00244140625]","[37.914627655945246, -145.33394144011334, 8.65185471046919, -4462.3203125]","[36.87874165779816, -145.57738393817687, 9.390679745622366, -5309.53955078125]","[35.859599136675044, -145.8269047886808, 10.145348469116794, -5325.60400390625]","[33.87767385518977, -146.33541570535982, 11.683017891409127, -5346.7080078125]","[32.91564515754946, -146.59078216029394, 12.457228746781523, -5640.86279296875]","[31.059902221996836, -147.09591459695767, 13.992382319858546, -5294.3212890625]","[29.29537176671093, -147.58500025625446, 15.480063565474689, -5106.744140625]",,,,,,,,,,,,,
965,"[-14.773709950015737, -115.65410494621493, 18.414117345346554, -3317.317626953125]","[-14.832545910754817, -115.93376764053883, 14.708497144871385, -3377.64404296875]","[-14.928246093453819, -116.27462727558066, 9.697734373749515, -3429.113525390625]","[-15.050947487968061, -116.61846831731131, 5.266312818526216, -3465.8740234375]","[-15.604823762678835, -117.64180261079679, 4.271249109874466, -3493.249267578125]","[-15.850757895233306, -117.97561422858428, 8.319470566495607, -3507.359375]","[-16.13170318939738, -118.30112728439136, 13.293089252542071, -3478.295166015625]","[-16.783658205335502, -118.91507207779519, 21.09700800872407, -3270.895751953125]","[-17.158356969279215, -119.20188200983675, 21.969319904873153, -3333.232177734375]","[-17.997908087297137, -119.71334469498754, 16.61382263805105, -3627.189697265625]","[-18.94917655444459, -120.12968658402238, 6.9146798858565335, -3624.92724609375]",,,,,,,,,,,,,
966,"[-8.515704832199052, -149.05566952239144, 17.58287766587026, -4839.62060546875]","[-7.837467163465083, -149.24771325130692, 18.737721429766545, -5153.828125]","[-7.043119765420838, -149.40474205917042, 19.930004921129225, -5408.869140625]","[-6.265377758364296, -149.4788113852261, 20.87589797893875, -5157.9365234375]","[-4.050014828199349, -149.20585246083235, 21.987280786628148, -4574.07470703125]","[-3.34812107160203, -148.9466614705247, 21.743887873260228, -4675.2939453125]","[-2.6682901184903014, -148.60329885784134, 21.197998513859133, -4660.28955078125]","[-1.365428555355807, -147.66038780449617, 19.276122297605717, -4460.55859375]","[-0.7457686834726673, -147.05968187404477, 17.95925823275251, -4307.8818359375]","[0.43494358083972967, -145.6054953861687, 14.818125234409692, -4324.16552734375]","[1.5320950625940033, -143.81178530346648, 11.329486634110502, -4424.8330078125]",,,,,,,,,,,,,
